"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"Contact with powered lawnmower"	"W28"	53	290107933	0.0
	"2003"	"2003"	"Contact with other powered hand tools and household machinery"	"W29"	11	290107933	Unreliable
	"2003"	"2003"	"Contact with agricultural machinery"	"W30"	271	290107933	0.1
	"2003"	"2003"	"Contact with other and unspecified machinery"	"W31"	254	290107933	0.1
	"2003"	"2003"	"Explosion and rupture of boiler"	"W35"	5	290107933	Unreliable
	"2003"	"2003"	"Explosion and rupture of gas cylinder"	"W36"	8	290107933	Unreliable
	"2003"	"2003"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	11	290107933	Unreliable
	"2003"	"2003"	"Explosion and rupture of other specified pressurized devices"	"W38"	6	290107933	Unreliable
	"2003"	"2003"	"Discharge of firework"	"W39"	11	290107933	Unreliable
	"2003"	"2003"	"Explosion of other materials"	"W40"	147	290107933	0.1
	"2003"	"2003"	"Exposure to high-pressure jet"	"W41"	1	290107933	Unreliable
	"2003"	"2003"	"Foreign body entering into or through eye or natural orifice"	"W44"	20	290107933	0.0
	"2003"	"2003"	"Foreign body or object entering through skin"	"W45"	2	290107933	Unreliable
	"2003"	"2003"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	33	290107933	0.0
	"2003"	"2003"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	6	290107933	Unreliable
	"2003"	"2003"	"Striking against or bumped into by another person"	"W51"	11	290107933	Unreliable
	"2003"	"2003"	"Crushed, pushed or stepped on by crowd or human stampede"	"W52"	22	290107933	0.0
	"2003"	"2003"	"Bitten or struck by dog"	"W54"	32	290107933	0.0
	"2003"	"2003"	"Bitten or struck by other mammals"	"W55"	78	290107933	0.0
	"2003"	"2003"	"Contact with marine animal"	"W56"	1	290107933	Unreliable
	"2003"	"2003"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	12	290107933	Unreliable
	"2003"	"2003"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	290107933	Unreliable
	"2003"	"2003"	"Accidental suffocation and strangulation in bed"	"W75"	497	290107933	0.2
	"2003"	"2003"	"Other accidental hanging and strangulation"	"W76"	277	290107933	0.1
	"2003"	"2003"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	46	290107933	0.0
	"2003"	"2003"	"Inhalation of gastric contents"	"W78"	393	290107933	0.1
	"2003"	"2003"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	875	290107933	0.3
	"2003"	"2003"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3004	290107933	1.0
	"2003"	"2003"	"Confined to or trapped in a low-oxygen environment"	"W81"	16	290107933	Unreliable
	"2003"	"2003"	"Other specified threats to breathing"	"W83"	210	290107933	0.1
	"2003"	"2003"	"Unspecified threat to breathing"	"W84"	261	290107933	0.1
	"2003"	"2003"	"Exposure to electric transmission lines"	"W85"	96	290107933	0.0
	"2003"	"2003"	"Exposure to other specified electric current"	"W86"	108	290107933	0.0
	"2003"	"2003"	"Exposure to unspecified electric current"	"W87"	172	290107933	0.1
	"2003"	"2003"	"Exposure to excessive heat of man-made origin"	"W92"	7	290107933	Unreliable
	"2003"	"2003"	"Exposure to excessive cold of man-made origin"	"W93"	3	290107933	Unreliable
	"2003"	"2003"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	10	290107933	Unreliable
	"2003"	"2003"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	11	290107933	Unreliable
	"2003"	"2003"	"Contact with hot tap-water"	"X11"	26	290107933	0.0
	"2003"	"2003"	"Contact with other hot fluids"	"X12"	12	290107933	Unreliable
	"2003"	"2003"	"Contact with steam and hot vapours"	"X13"	5	290107933	Unreliable
	"2003"	"2003"	"Contact with hot air and gases"	"X14"	2	290107933	Unreliable
	"2003"	"2003"	"Contact with hot household appliances"	"X15"	10	290107933	Unreliable
	"2003"	"2003"	"Contact with hot heating appliances, radiators and pipes"	"X16"	16	290107933	Unreliable
	"2003"	"2003"	"Contact with other and unspecified heat and hot substances"	"X19"	6	290107933	Unreliable
	"2003"	"2003"	"Contact with venomous snakes and lizards"	"X20"	2	290107933	Unreliable
	"2003"	"2003"	"Contact with venomous spiders"	"X21"	8	290107933	Unreliable
	"2003"	"2003"	"Contact with hornets, wasps and bees"	"X23"	66	290107933	0.0
	"2003"	"2003"	"Contact with other specified venomous arthropods"	"X25"	18	290107933	Unreliable
	"2003"	"2003"	"Exposure to excessive natural heat"	"X30"	273	290107933	0.1
	"2003"	"2003"	"Exposure to excessive natural cold"	"X31"	620	290107933	0.2
	"2003"	"2003"	"Exposure to sunlight"	"X32"	3	290107933	Unreliable
	"2003"	"2003"	"Victim of lightning"	"X33"	47	290107933	0.0
	"2003"	"2003"	"Victim of earthquake"	"X34"	2	290107933	Unreliable
	"2003"	"2003"	"Victim of avalanche, landslide and other earth movements"	"X36"	30	290107933	0.0
	"2003"	"2003"	"Victim of cataclysmic storm"	"X37"	75	290107933	0.0
	"2003"	"2003"	"Victim of flood"	"X38"	26	290107933	0.0
	"2003"	"2003"	"Exposure to other and unspecified forces of nature"	"X39"	64	290107933	0.0
	"2003"	"2003"	"Overexertion and strenuous or repetitive movements"	"X50"	14	290107933	Unreliable
	"2003"	"2003"	"Lack of food"	"X53"	31	290107933	0.0
	"2003"	"2003"	"Unspecified privation"	"X57"	3	290107933	Unreliable
	"2003"	"2003"	"Exposure to other specified factors"	"X58"	33	290107933	0.0
	"2003"	"2003"	"Exposure to unspecified factor"	"X59"	6630	290107933	2.3
	"2003"	"2003"	"Sequelae of other accidents"	"Y86"	1008	290107933	0.3
"Total"	"2003"	"2003"			17115	290107933	5.9
	"2004"	"2004"	"Struck by thrown, projected or falling object"	"W20"	702	292805298	0.2
	"2004"	"2004"	"Striking against or struck by sports equipment"	"W21"	10	292805298	Unreliable
	"2004"	"2004"	"Striking against or struck by other objects"	"W22"	121	292805298	0.0
	"2004"	"2004"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	134	292805298	0.0
	"2004"	"2004"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	134	292805298	0.0
	"2004"	"2004"	"Contact with sharp glass"	"W25"	23	292805298	0.0
	"2004"	"2004"	"Contact with knife, sword or dagger"	"W26"	2	292805298	Unreliable
	"2004"	"2004"	"Contact with nonpowered hand tool"	"W27"	6	292805298	Unreliable
	"2004"	"2004"	"Contact with powered lawnmower"	"W28"	61	292805298	0.0
	"2004"	"2004"	"Contact with other powered hand tools and household machinery"	"W29"	14	292805298	Unreliable
	"2004"	"2004"	"Contact with agricultural machinery"	"W30"	299	292805298	0.1
	"2004"	"2004"	"Contact with other and unspecified machinery"	"W31"	362	292805298	0.1
	"2004"	"2004"	"Explosion and rupture of boiler"	"W35"	5	292805298	Unreliable
	"2004"	"2004"	"Explosion and rupture of gas cylinder"	"W36"	12	292805298	Unreliable
	"2004"	"2004"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	9	292805298	Unreliable
	"2004"	"2004"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	292805298	Unreliable
	"2004"	"2004"	"Discharge of firework"	"W39"	2	292805298	Unreliable
	"2004"	"2004"	"Explosion of other materials"	"W40"	148	292805298	0.1
	"2004"	"2004"	"Exposure to high-pressure jet"	"W41"	2	292805298	Unreliable
	"2004"	"2004"	"Foreign body entering into or through eye or natural orifice"	"W44"	31	292805298	0.0
	"2004"	"2004"	"Foreign body or object entering through skin"	"W45"	1	292805298	Unreliable
	"2004"	"2004"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	30	292805298	0.0
	"2004"	"2004"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	8	292805298	Unreliable
	"2004"	"2004"	"Striking against or bumped into by another person"	"W51"	5	292805298	Unreliable
	"2004"	"2004"	"Bitten or struck by dog"	"W54"	27	292805298	0.0
	"2004"	"2004"	"Bitten or struck by other mammals"	"W55"	77	292805298	0.0
	"2004"	"2004"	"Contact with marine animal"	"W56"	2	292805298	Unreliable
	"2004"	"2004"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	5	292805298	Unreliable
	"2004"	"2004"	"Bitten or struck by crocodile or alligator"	"W58"	1	292805298	Unreliable
	"2004"	"2004"	"Exposure to other and unspecified animate mechanical forces"	"W64"	14	292805298	Unreliable
	"2004"	"2004"	"Accidental suffocation and strangulation in bed"	"W75"	596	292805298	0.2
	"2004"	"2004"	"Other accidental hanging and strangulation"	"W76"	252	292805298	0.1
	"2004"	"2004"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	48	292805298	0.0
	"2004"	"2004"	"Inhalation of gastric contents"	"W78"	377	292805298	0.1
	"2004"	"2004"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	878	292805298	0.3
	"2004"	"2004"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3215	292805298	1.1
	"2004"	"2004"	"Confined to or trapped in a low-oxygen environment"	"W81"	16	292805298	Unreliable
	"2004"	"2004"	"Other specified threats to breathing"	"W83"	231	292805298	0.1
	"2004"	"2004"	"Unspecified threat to breathing"	"W84"	278	292805298	0.1
	"2004"	"2004"	"Exposure to electric transmission lines"	"W85"	94	292805298	0.0
	"2004"	"2004"	"Exposure to other specified electric current"	"W86"	73	292805298	0.0
	"2004"	"2004"	"Exposure to unspecified electric current"	"W87"	215	292805298	0.1
	"2004"	"2004"	"Exposure to excessive heat of man-made origin"	"W92"	13	292805298	Unreliable
	"2004"	"2004"	"Exposure to excessive cold of man-made origin"	"W93"	1	292805298	Unreliable
	"2004"	"2004"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	9	292805298	Unreliable
	"2004"	"2004"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	9	292805298	Unreliable
	"2004"	"2004"	"Contact with hot tap-water"	"X11"	30	292805298	0.0
	"2004"	"2004"	"Contact with other hot fluids"	"X12"	8	292805298	Unreliable
	"2004"	"2004"	"Contact with steam and hot vapours"	"X13"	7	292805298	Unreliable
	"2004"	"2004"	"Contact with hot air and gases"	"X14"	4	292805298	Unreliable
	"2004"	"2004"	"Contact with hot household appliances"	"X15"	12	292805298	Unreliable
	"2004"	"2004"	"Contact with hot heating appliances, radiators and pipes"	"X16"	14	292805298	Unreliable
	"2004"	"2004"	"Contact with hot engines, machinery and tools"	"X17"	4	292805298	Unreliable
	"2004"	"2004"	"Contact with other hot metals"	"X18"	1	292805298	Unreliable
	"2004"	"2004"	"Contact with other and unspecified heat and hot substances"	"X19"	4	292805298	Unreliable
	"2004"	"2004"	"Contact with venomous snakes and lizards"	"X20"	6	292805298	Unreliable
	"2004"	"2004"	"Contact with venomous spiders"	"X21"	14	292805298	Unreliable
	"2004"	"2004"	"Contact with scorpions"	"X22"	1	292805298	Unreliable
	"2004"	"2004"	"Contact with hornets, wasps and bees"	"X23"	52	292805298	0.0
	"2004"	"2004"	"Contact with other specified venomous arthropods"	"X25"	7	292805298	Unreliable
	"2004"	"2004"	"Contact with unspecified venomous animal or plant"	"X29"	1	292805298	Unreliable
	"2004"	"2004"	"Exposure to excessive natural heat"	"X30"	226	292805298	0.1
	"2004"	"2004"	"Exposure to excessive natural cold"	"X31"	676	292805298	0.2
	"2004"	"2004"	"Victim of lightning"	"X33"	46	292805298	0.0
	"2004"	"2004"	"Victim of avalanche, landslide and other earth movements"	"X36"	30	292805298	0.0
	"2004"	"2004"	"Victim of cataclysmic storm"	"X37"	63	292805298	0.0
	"2004"	"2004"	"Victim of flood"	"X38"	22	292805298	0.0
	"2004"	"2004"	"Exposure to other and unspecified forces of nature"	"X39"	39	292805298	0.0
	"2004"	"2004"	"Overexertion and strenuous or repetitive movements"	"X50"	12	292805298	Unreliable
	"2004"	"2004"	"Lack of food"	"X53"	26	292805298	0.0
	"2004"	"2004"	"Unspecified privation"	"X57"	1	292805298	Unreliable
	"2004"	"2004"	"Exposure to other specified factors"	"X58"	25	292805298	0.0
	"2004"	"2004"	"Exposure to unspecified factor"	"X59"	6173	292805298	2.1
	"2004"	"2004"	"Sequelae of other accidents"	"Y86"	958	292805298	0.3
"Total"	"2004"	"2004"			17016	292805298	5.8
	"2005"	"2005"	"Struck by thrown, projected or falling object"	"W20"	699	295516599	0.2
	"2005"	"2005"	"Striking against or struck by sports equipment"	"W21"	11	295516599	Unreliable
	"2005"	"2005"	"Striking against or struck by other objects"	"W22"	144	295516599	0.0
	"2005"	"2005"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	103	295516599	0.0
	"2005"	"2005"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	130	295516599	0.0
	"2005"	"2005"	"Contact with sharp glass"	"W25"	12	295516599	Unreliable
	"2005"	"2005"	"Contact with knife, sword or dagger"	"W26"	6	295516599	Unreliable
	"2005"	"2005"	"Contact with nonpowered hand tool"	"W27"	5	295516599	Unreliable
	"2005"	"2005"	"Contact with powered lawnmower"	"W28"	57	295516599	0.0
	"2005"	"2005"	"Contact with other powered hand tools and household machinery"	"W29"	5	295516599	Unreliable
	"2005"	"2005"	"Contact with agricultural machinery"	"W30"	314	295516599	0.1
	"2005"	"2005"	"Contact with other and unspecified machinery"	"W31"	311	295516599	0.1
	"2005"	"2005"	"Explosion and rupture of boiler"	"W35"	3	295516599	Unreliable
	"2005"	"2005"	"Explosion and rupture of gas cylinder"	"W36"	7	295516599	Unreliable
	"2005"	"2005"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	13	295516599	Unreliable
	"2005"	"2005"	"Explosion and rupture of other specified pressurized devices"	"W38"	3	295516599	Unreliable
	"2005"	"2005"	"Discharge of firework"	"W39"	4	295516599	Unreliable
	"2005"	"2005"	"Explosion of other materials"	"W40"	147	295516599	0.0
	"2005"	"2005"	"Foreign body entering into or through eye or natural orifice"	"W44"	32	295516599	0.0
	"2005"	"2005"	"Foreign body or object entering through skin"	"W45"	5	295516599	Unreliable
	"2005"	"2005"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	45	295516599	0.0
	"2005"	"2005"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	16	295516599	Unreliable
	"2005"	"2005"	"Striking against or bumped into by another person"	"W51"	10	295516599	Unreliable
	"2005"	"2005"	"Bitten or struck by dog"	"W54"	33	295516599	0.0
	"2005"	"2005"	"Bitten or struck by other mammals"	"W55"	80	295516599	0.0
	"2005"	"2005"	"Contact with marine animal"	"W56"	2	295516599	Unreliable
	"2005"	"2005"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	9	295516599	Unreliable
	"2005"	"2005"	"Bitten or struck by crocodile or alligator"	"W58"	1	295516599	Unreliable
	"2005"	"2005"	"Contact with plant thorns and spines and sharp leaves"	"W60"	1	295516599	Unreliable
	"2005"	"2005"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	295516599	Unreliable
	"2005"	"2005"	"Accidental suffocation and strangulation in bed"	"W75"	573	295516599	0.2
	"2005"	"2005"	"Other accidental hanging and strangulation"	"W76"	274	295516599	0.1
	"2005"	"2005"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	50	295516599	0.0
	"2005"	"2005"	"Inhalation of gastric contents"	"W78"	333	295516599	0.1
	"2005"	"2005"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	864	295516599	0.3
	"2005"	"2005"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3189	295516599	1.1
	"2005"	"2005"	"Confined to or trapped in a low-oxygen environment"	"W81"	14	295516599	Unreliable
	"2005"	"2005"	"Other specified threats to breathing"	"W83"	235	295516599	0.1
	"2005"	"2005"	"Unspecified threat to breathing"	"W84"	368	295516599	0.1
	"2005"	"2005"	"Exposure to electric transmission lines"	"W85"	105	295516599	0.0
	"2005"	"2005"	"Exposure to other specified electric current"	"W86"	118	295516599	0.0
	"2005"	"2005"	"Exposure to unspecified electric current"	"W87"	175	295516599	0.1
	"2005"	"2005"	"Exposure to excessive heat of man-made origin"	"W92"	11	295516599	Unreliable
	"2005"	"2005"	"Exposure to excessive cold of man-made origin"	"W93"	2	295516599	Unreliable
	"2005"	"2005"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	9	295516599	Unreliable
	"2005"	"2005"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	6	295516599	Unreliable
	"2005"	"2005"	"Contact with hot tap-water"	"X11"	43	295516599	0.0
	"2005"	"2005"	"Contact with other hot fluids"	"X12"	19	295516599	Unreliable
	"2005"	"2005"	"Contact with hot air and gases"	"X14"	2	295516599	Unreliable
	"2005"	"2005"	"Contact with hot household appliances"	"X15"	5	295516599	Unreliable
	"2005"	"2005"	"Contact with hot heating appliances, radiators and pipes"	"X16"	14	295516599	Unreliable
	"2005"	"2005"	"Contact with hot engines, machinery and tools"	"X17"	3	295516599	Unreliable
	"2005"	"2005"	"Contact with other hot metals"	"X18"	1	295516599	Unreliable
	"2005"	"2005"	"Contact with other and unspecified heat and hot substances"	"X19"	9	295516599	Unreliable
	"2005"	"2005"	"Contact with venomous snakes and lizards"	"X20"	7	295516599	Unreliable
	"2005"	"2005"	"Contact with venomous spiders"	"X21"	10	295516599	Unreliable
	"2005"	"2005"	"Contact with hornets, wasps and bees"	"X23"	82	295516599	0.0
	"2005"	"2005"	"Contact with other specified venomous arthropods"	"X25"	6	295516599	Unreliable
	"2005"	"2005"	"Exposure to excessive natural heat"	"X30"	466	295516599	0.2
	"2005"	"2005"	"Exposure to excessive natural cold"	"X31"	700	295516599	0.2
	"2005"	"2005"	"Exposure to sunlight"	"X32"	1	295516599	Unreliable
	"2005"	"2005"	"Victim of lightning"	"X33"	48	295516599	0.0
	"2005"	"2005"	"Victim of avalanche, landslide and other earth movements"	"X36"	37	295516599	0.0
	"2005"	"2005"	"Victim of cataclysmic storm"	"X37"	874	295516599	0.3
	"2005"	"2005"	"Victim of flood"	"X38"	12	295516599	Unreliable
	"2005"	"2005"	"Exposure to other and unspecified forces of nature"	"X39"	41	295516599	0.0
	"2005"	"2005"	"Overexertion and strenuous or repetitive movements"	"X50"	11	295516599	Unreliable
	"2005"	"2005"	"Lack of food"	"X53"	17	295516599	Unreliable
	"2005"	"2005"	"Lack of water"	"X54"	2	295516599	Unreliable
	"2005"	"2005"	"Unspecified privation"	"X57"	2	295516599	Unreliable
	"2005"	"2005"	"Exposure to other specified factors"	"X58"	53	295516599	0.0
	"2005"	"2005"	"Exposure to unspecified factor"	"X59"	6551	295516599	2.2
	"2005"	"2005"	"Sequelae of other accidents"	"Y86"	967	295516599	0.3
"Total"	"2005"	"2005"			18526	295516599	6.3
	"2006"	"2006"	"Struck by thrown, projected or falling object"	"W20"	708	298379912	0.2
	"2006"	"2006"	"Striking against or struck by sports equipment"	"W21"	13	298379912	Unreliable
	"2006"	"2006"	"Striking against or struck by other objects"	"W22"	122	298379912	0.0
	"2006"	"2006"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	119	298379912	0.0
	"2006"	"2006"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	104	298379912	0.0
	"2006"	"2006"	"Contact with sharp glass"	"W25"	32	298379912	0.0
	"2006"	"2006"	"Contact with knife, sword or dagger"	"W26"	3	298379912	Unreliable
	"2006"	"2006"	"Contact with nonpowered hand tool"	"W27"	7	298379912	Unreliable
	"2006"	"2006"	"Contact with powered lawnmower"	"W28"	65	298379912	0.0
	"2006"	"2006"	"Contact with other powered hand tools and household machinery"	"W29"	12	298379912	Unreliable
	"2006"	"2006"	"Contact with agricultural machinery"	"W30"	305	298379912	0.1
	"2006"	"2006"	"Contact with other and unspecified machinery"	"W31"	331	298379912	0.1
	"2006"	"2006"	"Explosion and rupture of boiler"	"W35"	10	298379912	Unreliable
	"2006"	"2006"	"Explosion and rupture of gas cylinder"	"W36"	9	298379912	Unreliable
	"2006"	"2006"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	17	298379912	Unreliable
	"2006"	"2006"	"Explosion and rupture of other specified pressurized devices"	"W38"	8	298379912	Unreliable
	"2006"	"2006"	"Discharge of firework"	"W39"	8	298379912	Unreliable
	"2006"	"2006"	"Explosion of other materials"	"W40"	140	298379912	0.0
	"2006"	"2006"	"Foreign body entering into or through eye or natural orifice"	"W44"	21	298379912	0.0
	"2006"	"2006"	"Foreign body or object entering through skin"	"W45"	9	298379912	Unreliable
	"2006"	"2006"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	41	298379912	0.0
	"2006"	"2006"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	9	298379912	Unreliable
	"2006"	"2006"	"Striking against or bumped into by another person"	"W51"	3	298379912	Unreliable
	"2006"	"2006"	"Bitten by rat"	"W53"	1	298379912	Unreliable
	"2006"	"2006"	"Bitten or struck by dog"	"W54"	32	298379912	0.0
	"2006"	"2006"	"Bitten or struck by other mammals"	"W55"	72	298379912	0.0
	"2006"	"2006"	"Contact with marine animal"	"W56"	1	298379912	Unreliable
	"2006"	"2006"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	7	298379912	Unreliable
	"2006"	"2006"	"Bitten or struck by crocodile or alligator"	"W58"	2	298379912	Unreliable
	"2006"	"2006"	"Bitten or crushed by other reptiles"	"W59"	1	298379912	Unreliable
	"2006"	"2006"	"Contact with plant thorns and spines and sharp leaves"	"W60"	1	298379912	Unreliable
	"2006"	"2006"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	298379912	Unreliable
	"2006"	"2006"	"Accidental suffocation and strangulation in bed"	"W75"	661	298379912	0.2
	"2006"	"2006"	"Other accidental hanging and strangulation"	"W76"	283	298379912	0.1
	"2006"	"2006"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	44	298379912	0.0
	"2006"	"2006"	"Inhalation of gastric contents"	"W78"	351	298379912	0.1
	"2006"	"2006"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	872	298379912	0.3
	"2006"	"2006"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3109	298379912	1.0
	"2006"	"2006"	"Confined to or trapped in a low-oxygen environment"	"W81"	7	298379912	Unreliable
	"2006"	"2006"	"Other specified threats to breathing"	"W83"	191	298379912	0.1
	"2006"	"2006"	"Unspecified threat to breathing"	"W84"	394	298379912	0.1
	"2006"	"2006"	"Exposure to electric transmission lines"	"W85"	93	298379912	0.0
	"2006"	"2006"	"Exposure to other specified electric current"	"W86"	115	298379912	0.0
	"2006"	"2006"	"Exposure to unspecified electric current"	"W87"	184	298379912	0.1
	"2006"	"2006"	"Exposure to excessive heat of man-made origin"	"W92"	6	298379912	Unreliable
	"2006"	"2006"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	10	298379912	Unreliable
	"2006"	"2006"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	4	298379912	Unreliable
	"2006"	"2006"	"Contact with hot tap-water"	"X11"	32	298379912	0.0
	"2006"	"2006"	"Contact with other hot fluids"	"X12"	11	298379912	Unreliable
	"2006"	"2006"	"Contact with steam and hot vapours"	"X13"	6	298379912	Unreliable
	"2006"	"2006"	"Contact with hot air and gases"	"X14"	3	298379912	Unreliable
	"2006"	"2006"	"Contact with hot household appliances"	"X15"	13	298379912	Unreliable
	"2006"	"2006"	"Contact with hot heating appliances, radiators and pipes"	"X16"	13	298379912	Unreliable
	"2006"	"2006"	"Contact with hot engines, machinery and tools"	"X17"	1	298379912	Unreliable
	"2006"	"2006"	"Contact with other hot metals"	"X18"	1	298379912	Unreliable
	"2006"	"2006"	"Contact with other and unspecified heat and hot substances"	"X19"	9	298379912	Unreliable
	"2006"	"2006"	"Contact with venomous snakes and lizards"	"X20"	8	298379912	Unreliable
	"2006"	"2006"	"Contact with venomous spiders"	"X21"	4	298379912	Unreliable
	"2006"	"2006"	"Contact with scorpions"	"X22"	1	298379912	Unreliable
	"2006"	"2006"	"Contact with hornets, wasps and bees"	"X23"	61	298379912	0.0
	"2006"	"2006"	"Contact with other specified venomous arthropods"	"X25"	8	298379912	Unreliable
	"2006"	"2006"	"Contact with venomous marine animals and plants"	"X26"	1	298379912	Unreliable
	"2006"	"2006"	"Exposure to excessive natural heat"	"X30"	622	298379912	0.2
	"2006"	"2006"	"Exposure to excessive natural cold"	"X31"	519	298379912	0.2
	"2006"	"2006"	"Victim of lightning"	"X33"	47	298379912	0.0
	"2006"	"2006"	"Victim of avalanche, landslide and other earth movements"	"X36"	25	298379912	0.0
	"2006"	"2006"	"Victim of cataclysmic storm"	"X37"	75	298379912	0.0
	"2006"	"2006"	"Victim of flood"	"X38"	10	298379912	Unreliable
	"2006"	"2006"	"Exposure to other and unspecified forces of nature"	"X39"	42	298379912	0.0
	"2006"	"2006"	"Overexertion and strenuous or repetitive movements"	"X50"	13	298379912	Unreliable
	"2006"	"2006"	"Travel and motion"	"X51"	1	298379912	Unreliable
	"2006"	"2006"	"Lack of food"	"X53"	22	298379912	0.0
	"2006"	"2006"	"Exposure to other specified factors"	"X58"	68	298379912	0.0
	"2006"	"2006"	"Exposure to unspecified factor"	"X59"	6345	298379912	2.1
	"2006"	"2006"	"Sequelae of other accidents"	"Y86"	996	298379912	0.3
"Total"	"2006"	"2006"			17503	298379912	5.9
	"2007"	"2007"	"Struck by thrown, projected or falling object"	"W20"	664	301231207	0.2
	"2007"	"2007"	"Striking against or struck by sports equipment"	"W21"	20	301231207	0.0
	"2007"	"2007"	"Striking against or struck by other objects"	"W22"	128	301231207	0.0
	"2007"	"2007"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	153	301231207	0.1
	"2007"	"2007"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	86	301231207	0.0
	"2007"	"2007"	"Contact with sharp glass"	"W25"	25	301231207	0.0
	"2007"	"2007"	"Contact with knife, sword or dagger"	"W26"	6	301231207	Unreliable
	"2007"	"2007"	"Contact with nonpowered hand tool"	"W27"	4	301231207	Unreliable
	"2007"	"2007"	"Contact with powered lawnmower"	"W28"	59	301231207	0.0
	"2007"	"2007"	"Contact with other powered hand tools and household machinery"	"W29"	10	301231207	Unreliable
	"2007"	"2007"	"Contact with agricultural machinery"	"W30"	252	301231207	0.1
	"2007"	"2007"	"Contact with other and unspecified machinery"	"W31"	321	301231207	0.1
	"2007"	"2007"	"Explosion and rupture of boiler"	"W35"	6	301231207	Unreliable
	"2007"	"2007"	"Explosion and rupture of gas cylinder"	"W36"	9	301231207	Unreliable
	"2007"	"2007"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	17	301231207	Unreliable
	"2007"	"2007"	"Explosion and rupture of other specified pressurized devices"	"W38"	7	301231207	Unreliable
	"2007"	"2007"	"Discharge of firework"	"W39"	10	301231207	Unreliable
	"2007"	"2007"	"Explosion of other materials"	"W40"	111	301231207	0.0
	"2007"	"2007"	"Foreign body entering into or through eye or natural orifice"	"W44"	23	301231207	0.0
	"2007"	"2007"	"Foreign body or object entering through skin"	"W45"	7	301231207	Unreliable
	"2007"	"2007"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	60	301231207	0.0
	"2007"	"2007"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	8	301231207	Unreliable
	"2007"	"2007"	"Striking against or bumped into by another person"	"W51"	12	301231207	Unreliable
	"2007"	"2007"	"Bitten or struck by dog"	"W54"	32	301231207	0.0
	"2007"	"2007"	"Bitten or struck by other mammals"	"W55"	76	301231207	0.0
	"2007"	"2007"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	11	301231207	Unreliable
	"2007"	"2007"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	301231207	Unreliable
	"2007"	"2007"	"Accidental suffocation and strangulation in bed"	"W75"	741	301231207	0.2
